sentence1,sentence2,label
জিম্বাবুয়েকে হোয়াইটওয়াশ করল পাকিস্তান,ক্রিকেট পাকিস্তান বনাম জিম্বাবুয়ে ৩য় টি-টোয়েন্টি সময়: বিকেল ৪টা ৩০,0
পাকিস্তান ১৪-০ জিম্বাবুয়ে,ক্রিকেট পাকিস্তান বনাম জিম্বাবুয়ে ৩য় টি-টোয়েন্টি সময়: বিকেল ৪টা ৩০,0
‘রোহিতকে অধিনায়ক না করলে ভারতেরই ক্ষতি’,রোহিতের শিরোপা জয়ের রাতে কোহলিকে নিয়ে মশকরা,0
‘রোহিতকে অধিনায়ক না করলে ভারতেরই ক্ষতি’,সাদা বলে রোহিতকে অধিনায়ক না বানালে ভারতেরই ক্ষতি',1
‘রোহিতকে অধিনায়ক না করলে ভারতেরই ক্ষতি’,"এবার রোহিতকে সীমিত ওভারে অধিনায়ক করার দাবি গম্ভীরের, সমর্থন একাধিক তারকার",0
রোহিতের শিরোপা জয়ের রাতে কোহলিকে নিয়ে মশকরা,কোহলির বদলে রোহিতকে অধিনায়ক চান গম্ভির,0
রোহিতের শিরোপা জয়ের রাতে কোহলিকে নিয়ে মশকরা,সাদা বলে রোহিতকে অধিনায়ক না বানালে ভারতেরই ক্ষতি',0
রোহিতের শিরোপা জয়ের রাতে কোহলিকে নিয়ে মশকরা,"এবার রোহিতকে সীমিত ওভারে অধিনায়ক করার দাবি গম্ভীরের, সমর্থন একাধিক তারকার",0
কোহলির বদলে রোহিতকে অধিনায়ক চান গম্ভির,সাদা বলে রোহিতকে অধিনায়ক না বানালে ভারতেরই ক্ষতি',0
"তিন টেস্টে নেই কোহলি, হতাশ ওয়াহ","অস্ট্রেলিয়ায় প্রথম টেস্টের পর সিরিজে নেই কোহালি, হতাশ স্টিভ",1
"তিন টেস্টে নেই কোহলি, হতাশ ওয়াহ","পিতৃত্বকালীন ছুটি; অস্ট্রেলিয়ার বিরুদ্ধে শেষ তিন টেস্টে নেই কোহলি, হতাশ স্টিভ",1
"পিএসএল খেলতে করাচিতে তামিম, থাকবেন কোয়ারেন্টিনে",পিএসএল খেলতে এখন করাচিতে তামিম,1
"পিএসএল খেলতে করাচিতে তামিম, থাকবেন কোয়ারেন্টিনে",ফ্র্যাঞ্চাইজিদের বাধায় পিএসএল খেলা হল না সাকিবের,0
পিএসএল খেলতে এখন করাচিতে তামিম,ফ্র্যাঞ্চাইজিদের বাধায় পিএসএল খেলা হল না সাকিবের,0
পিএসএল খেলতে এখন করাচিতে তামিম,করাচিতে দুইদিনের কোয়ারেন্টিনে তামিম,0
ফ্র্যাঞ্চাইজিদের বাধায় পিএসএল খেলা হল না সাকিবের,করাচিতে দুইদিনের কোয়ারেন্টিনে তামিম,0
চ্যাম্পিয়ন মুম্বাইয়ের অ্যাকাউন্টে ২০ কোটি রুপি,আইপিএল ২০২০: ফাইনালে কে কত অর্থ পেল,0
চ্যাম্পিয়ন মুম্বাইয়ের অ্যাকাউন্টে ২০ কোটি রুপি,আইপিএল ফাইনালে দেয়া হলো ৫৮ কোটি টাকার পুরস্কার,0
চ্যাম্পিয়ন মুম্বাইয়ের অ্যাকাউন্টে ২০ কোটি রুপি,আইপিএলে কে কী পুরস্কার পেলেন দেখে নিন,0
আইপিএল ২০২০: ফাইনালে কে কত অর্থ পেল,আইপিএল ফাইনালে দেয়া হলো ৫৮ কোটি টাকার পুরস্কার,0
আইপিএল ২০২০: ফাইনালে কে কত অর্থ পেল,আইপিএলে কে কী পুরস্কার পেলেন দেখে নিন,1
আইপিএল ফাইনালে দেয়া হলো ৫৮ কোটি টাকার পুরস্কার,আইপিএলে কে কী পুরস্কার পেলেন দেখে নিন,0
পাকিস্তানের প্রধান নির্বাচক ওয়াসিম,পাকিস্তান দলের প্রধান নির্বাচক হলেন ওয়াসিম,1
পাকিস্তানের প্রধান নির্বাচক ওয়াসিম,পাকিস্তান ক্রিকেট দলের নতুন প্রধান নির্বাচক মোহাম্মদ ওয়াসিম,1
পাকিস্তানের প্রধান নির্বাচক ওয়াসিম,পাকিস্তান দলের নতুন প্রধান নির্বাচক ওয়াসিম,1
পাকিস্তান দলের প্রধান নির্বাচক হলেন ওয়াসিম,পাকিস্তান ক্রিকেট দলের নতুন প্রধান নির্বাচক মোহাম্মদ ওয়াসিম,1
পাকিস্তান দলের প্রধান নির্বাচক হলেন ওয়াসিম,পাকিস্তান দলের নতুন প্রধান নির্বাচক ওয়াসিম,1
পাকিস্তান ক্রিকেট দলের নতুন প্রধান নির্বাচক মোহাম্মদ ওয়াসিম,পাকিস্তান দলের নতুন প্রধান নির্বাচক ওয়াসিম,1
৩৬ অলআউট ভারত!,ভারতের ঐতিহাসিক ভরাডুবিতে আড়াই দিনেই জিতলো অস্ট্রেলিয়া,0
৩৬ অলআউট ভারত!,ভারতের ৩৬ রানের অলআউটে রেকর্ড ভেঙে চুরমার,1
৩৬ অলআউট ভারত!,"চরম লজ্জা, ৩৬ রানে শেষ টিম ইন্ডিয়ায় ইনিংস",1
৩৬ অলআউট ভারত!,"লজ্জার রেকর্ড কোহলিদের, আড়াই দিনেই টেস্ট জিতে নিল অসিরা",0
ভারতের ঐতিহাসিক ভরাডুবিতে আড়াই দিনেই জিতলো অস্ট্রেলিয়া,ভারতের ৩৬ রানের অলআউটে রেকর্ড ভেঙে চুরমার,0
ভারতের ঐতিহাসিক ভরাডুবিতে আড়াই দিনেই জিতলো অস্ট্রেলিয়া,"চরম লজ্জা, ৩৬ রানে শেষ টিম ইন্ডিয়ায় ইনিংস",0
ভারতের ঐতিহাসিক ভরাডুবিতে আড়াই দিনেই জিতলো অস্ট্রেলিয়া,"লজ্জার রেকর্ড কোহলিদের, আড়াই দিনেই টেস্ট জিতে নিল অসিরা",1
ভারতের ৩৬ রানের অলআউটে রেকর্ড ভেঙে চুরমার,"চরম লজ্জা, ৩৬ রানে শেষ টিম ইন্ডিয়ায় ইনিংস",1
ভারতের ৩৬ রানের অলআউটে রেকর্ড ভেঙে চুরমার,"লজ্জার রেকর্ড কোহলিদের, আড়াই দিনেই টেস্ট জিতে নিল অসিরা",0
"চরম লজ্জা, ৩৬ রানে শেষ টিম ইন্ডিয়ায় ইনিংস","লজ্জার রেকর্ড কোহলিদের, আড়াই দিনেই টেস্ট জিতে নিল অসিরা",0
লজ্জার রেকর্ডের পর বড় হার ভারতের,২৪৪ রানে গুটিয়ে গেল ভারত,0
"পেলের সঙ্গে একই আসনে মেসি, বিশ্বরেকর্ড গড়া বার্সা তারকাকে শুভেচ্ছা ফুটবল সম্রাটের","পেলের বিশ্বরেকর্ড ছুঁলেন মেসি, মন ছোঁয়া অভিনন্দন বার্তা ব্রাজিলিয়ান কিংবদন্তির",1
"পেলের সঙ্গে একই আসনে মেসি, বিশ্বরেকর্ড গড়া বার্সা তারকাকে শুভেচ্ছা ফুটবল সম্রাটের","পেলেকে ছুঁলেন মেসি, বার্সা হারালো পয়েন্ট",0
পেলের রেকর্ড স্পর্শ করলেন মেসি,পেলেকে ছুঁয়ে ফেললেন মেসি,1
পেলের রেকর্ড স্পর্শ করলেন মেসি,"পেলেকে ছুঁলেন মেসি, বার্সা হারালো পয়েন্ট",1
পেলেকে ছুঁয়ে ফেললেন মেসি,"পেলের বিশ্বরেকর্ড ছুঁলেন মেসি, মন ছোঁয়া অভিনন্দন বার্তা ব্রাজিলিয়ান কিংবদন্তির",1
পেলেকে ছুঁয়ে ফেললেন মেসি,"পেলেকে ছুঁলেন মেসি, বার্সা হারালো পয়েন্ট",1
শিখরে থাকা পেলেকে ছুঁলেন মেসি,৬৪৩ গোল করে পেলেকে ছুঁলেন মেসি,1
শিখরে থাকা পেলেকে ছুঁলেন মেসি,এক ক্লাবের সর্বোচ্চ গোলে পেলের রেকর্ড স্পর্শ করলেন মেসি,1
শিখরে থাকা পেলেকে ছুঁলেন মেসি,রোনালদোকে ছাড়িয়ে যাওয়ার পরই পেলের রেকর্ড ছুঁলেন মেসি,1
শিখরে থাকা পেলেকে ছুঁলেন মেসি,"মেসির মুকুটে নতুন পালক, ক্লাবের জার্সিতে পেলের বিশ্বরেকর্ড ছুঁয়ে ফেললেন বার্সার রাজপুত্র",1
৬৪৩ গোল করে পেলেকে ছুঁলেন মেসি,এক ক্লাবের সর্বোচ্চ গোলে পেলের রেকর্ড স্পর্শ করলেন মেসি,1
৬৪৩ গোল করে পেলেকে ছুঁলেন,পেলের রেকর্ড স্পর্শ করলেন লিওনেল মেসি,1
ফিফার বর্ষসেরা লেবানডওস্কি: যে কারণে বড় ব্যবধানে পেছনে ফেলেছেন মেসি আর রোনালদোকে,মেসি-রোনালদোকে হটিয়ে ফিফার বর্ষসেরা লেভানডভস্কি,1
ম্যারাডোনার দেহ সংরক্ষণের আদেশ,ম্যারাডোনার দেহ সংরক্ষণের নির্দেশনা আদালতের,1
ম্যারাডোনার দেহ সংরক্ষণের আদেশ,ম্যারাডোনার দেহ সংরক্ষণের নির্দেশ,1
ম্যারাডোনার দেহ সংরক্ষণের আদেশ,"মারাদোনাকে দাহ করা যাবে না, দেহ সংরক্ষণ করতে হবে, জানাল আদালত",1
ম্যারাডোনার দেহ সংরক্ষণের নির্দেশনা আদালতের,ম্যারাডোনার দেহ সংরক্ষণের নির্দেশ,1
ম্যারাডোনার দেহ সংরক্ষণের নির্দেশনা আদালতের,"মারাদোনাকে দাহ করা যাবে না, দেহ সংরক্ষণ করতে হবে, জানাল আদালত",1
ম্যারাডোনার দেহ সংরক্ষণের নির্দেশ,"মারাদোনাকে দাহ করা যাবে না, দেহ সংরক্ষণ করতে হবে, জানাল আদালত",1
মারাদোনার দেহ সংরক্ষণের নির্দেশনা আদালতের,ম্যারাডোনার দেহ সংরক্ষণের আদেশ,1
দেড়শো বছরের ইতিহাসে এমনটা হলো দ্বিতীয়বার!,প্রায় দেড়শো বছরের টেস্ট ইতিহাসে এমনটা হলো মাত্র দ্বিতীয়বার!,1
প্রতিপক্ষকে ৭-০ গোলে হারাল সালাহর লিভারপুল,বছরের সেরা কোচের দলের মতোই খেলল লিভারপুল,0
প্রতিপক্ষকে ৭-০ গোলে হারাল সালাহর লিভারপুল,ক্রিস্টালের বিপক্ষে লিভারপুলের ৭ গোলের জয়,1
প্রতিপক্ষকে ৭-০ গোলে হারাল সালাহর লিভারপুল,সালাহ-ফিরমিনোর জোড়ায় লিভারপুলের ৭ গোলের জয়,1
বছরের সেরা কোচের দলের মতোই খেলল লিভারপুল,ক্রিস্টালের জালে লিভারপুলের ৭ গোল,0
বছরের সেরা কোচের দলের মতোই খেলল লিভারপুল,ক্রিস্টালের বিপক্ষে লিভারপুলের ৭ গোলের জয়,0
বছরের সেরা কোচের দলের মতোই খেলল লিভারপুল,সালাহ-ফিরমিনোর জোড়ায় লিভারপুলের ৭ গোলের জয়,0
ক্রিস্টালের বিপক্ষে লিভারপুলের ৭ গোলের জয়,সালাহ-ফিরমিনোর জোড়ায় লিভারপুলের ৭ গোলের জয়,1
"মেসি ভোট দিলেন না রোনাল্ডোকে, পেলেন সিআর৭-এর ভোট",মেসি-রোনালদোকে হটিয়ে ফিফা বর্ষসেরা লেওয়ানডস্কি,0
"মেসি ভোট দিলেন না রোনাল্ডোকে, পেলেন সিআর৭-এর ভোট","মেসি, রোনাল্ডোকে ডজ করে ফিফার বর্ষসেরা ফুটবলার হলেন লেবানডস্কি",0
"মেসি ভোট দিলেন না রোনাল্ডোকে, পেলেন সিআর৭-এর ভোট","মেসি-রোনাল্ডো একাধিপত্বের অবসান, ফিফার বর্ষসেরা প্লেয়ার হলেন রবার্ট লিয়নডস্কি",0
"মেসি ভোট দিলেন না রোনাল্ডোকে, পেলেন সিআর৭-এর ভোট","মেসি, রোনাল্ডোকে ছাপিয়ে এবারের বর্ষসেরা ফুটবলার লেবানডস্কি",0
মেসি-রোনালদোকে হটিয়ে ফিফা বর্ষসেরা লেওয়ানডস্কি,"মেসি, রোনাল্ডোকে ডজ করে ফিফার বর্ষসেরা ফুটবলার হলেন লেবানডস্কি",1
মেসি-রোনালদোকে হটিয়ে ফিফা বর্ষসেরা লেওয়ানডস্কি,"মেসি-রোনাল্ডো একাধিপত্বের অবসান, ফিফার বর্ষসেরা প্লেয়ার হলেন রবার্ট লিয়নডস্কি",1
মেসি-রোনালদোকে হটিয়ে ফিফা বর্ষসেরা লেওয়ানডস্কি,"মেসি, রোনাল্ডোকে ছাপিয়ে এবারের বর্ষসেরা ফুটবলার লেবানডস্কি",1
"মেসি, রোনাল্ডোকে ডজ করে ফিফার বর্ষসেরা ফুটবলার হলেন লেবানডস্কি","মেসি-রোনাল্ডো একাধিপত্বের অবসান, ফিফার বর্ষসেরা প্লেয়ার হলেন রবার্ট লিয়নডস্কি",1
"মেসি, রোনাল্ডোকে ডজ করে ফিফার বর্ষসেরা ফুটবলার হলেন লেবানডস্কি","মেসি, রোনাল্ডোকে ছাপিয়ে এবারের বর্ষসেরা ফুটবলার লেবানডস্কি",1
"মেসি-রোনাল্ডো একাধিপত্বের অবসান, ফিফার বর্ষসেরা প্লেয়ার হলেন রবার্ট লিয়নডস্কি","মেসি, রোনাল্ডোকে ছাপিয়ে এবারের বর্ষসেরা ফুটবলার লেবানডস্কি",1
"আমিরকে আমার কাছে দিন, এরপর দেখবেন চমক : শোয়েব আখতার",আমিরের আচমকা অবসরে পিসিবিকেই দুষলেন আফ্রিদি,0
"আমিরকে আমার কাছে দিন, এরপর দেখবেন চমক : শোয়েব আখতার",শোয়েবের ছোঁয়ায় জাদু দেখাবেন আমির!,1
"আমিরকে আমার কাছে দিন, এরপর দেখবেন চমক : শোয়েব আখতার",এই সিদ্ধান্তের জন্য আমিরকে পস্তাতে হবে: ইনজামাম,0
আমিরের আচমকা অবসরে পিসিবিকেই দুষলেন আফ্রিদি,শোয়েবের ছোঁয়ায় জাদু দেখাবেন আমির!,0
আমিরের আচমকা অবসরে পিসিবিকেই দুষলেন আফ্রিদি,এই সিদ্ধান্তের জন্য আমিরকে পস্তাতে হবে: ইনজামাম,0
শোয়েবের ছোঁয়ায় জাদু দেখাবেন আমির!,এই সিদ্ধান্তের জন্য আমিরকে পস্তাতে হবে: ইনজামাম,0
শারাপোভার বাগদান সম্পন্ন,প্রিন্স উইলিয়ামসের বন্ধুর সঙ্গে শারাপোভার বাগদান,1
শারাপোভার বাগদান সম্পন্ন,শারাপোভার বাগদান,1
শারাপোভার বাগদান সম্পন্ন,শারাপোভার বাগদান সম্পন্ন,1
প্রিন্স উইলিয়ামসের বন্ধুর সঙ্গে শারাপোভার বাগদান,শারাপোভার বাগদান,1
প্রিন্স উইলিয়ামসের বন্ধুর সঙ্গে শারাপোভার বাগদান,শারাপোভার বাগদান সম্পন্ন,1
শারাপোভার বাগদান,শারাপোভার বাগদান সম্পন্ন,1
"‘প্রথমদিনই হ্যাঁ বলেছিলাম’, ব্রিটিশ ব্যবসায়ীর সঙ্গে বাগদান সারলেন শারাপোভা",ব্রিটিশ যুবরাজ প্রিন্স উইলিয়ামসের বন্ধু অ্যালেক্সজান্ডার।,0
"‘প্রথমদিনই হ্যাঁ বলেছিলাম’, ব্রিটিশ ব্যবসায়ীর সঙ্গে বাগদান সারলেন শারাপোভা","বিয়ের পিঁড়িতে বসতে চলেছেন শারাপোভা, সেরে ফেললেন বাগদান",0
"‘প্রথমদিনই হ্যাঁ বলেছিলাম’, ব্রিটিশ ব্যবসায়ীর সঙ্গে বাগদান সারলেন শারাপোভা",যুবরাজের বন্ধুর সঙ্গে শারাপোভার বাগদান,0
ব্রিটিশ যুবরাজ প্রিন্স উইলিয়ামসের বন্ধু অ্যালেক্সজান্ডার।,"বিয়ের পিঁড়িতে বসতে চলেছেন শারাপোভা, সেরে ফেললেন বাগদান",0
ব্রিটিশ যুবরাজ প্রিন্স উইলিয়ামসের বন্ধু অ্যালেক্সজান্ডার।,যুবরাজের বন্ধুর সঙ্গে শারাপোভার বাগদান,0
ব্রিটিশ যুবরাজ প্রিন্স উইলিয়ামসের বন্ধু অ্যালেক্সজান্ডার।,বাগদান সারলেন শারাপোভা,0
"বিয়ের পিঁড়িতে বসতে চলেছেন শারাপোভা, সেরে ফেললেন বাগদান",বাগদান সারলেন শারাপোভা,1
যুবরাজের বন্ধুর সঙ্গে শারাপোভার বাগদান,বাগদান সারলেন শারাপোভা,1
শারাপোভার জীবনে যত প্রেম,বাগদান সারলেন শারাপোভা,0
শারাপোভার জীবনে যত প্রেম,ব্রিটিশ ব্যবসায়ীর সঙ্গে সম্পর্কে টেনিস ক্যুইন শারাপোভা,0
শারাপোভার জীবনে যত প্রেম,প্রিন্স উইলিয়ামের বন্ধুর সঙ্গে বাগদান শারাপোভার,0
শারাপোভার জীবনে যত প্রেম,বাগদান সারলেন মারিয়া শারাপোভা,0
বাগদান সারলেন শারাপোভা,বাগদান সারলেন মারিয়া শারাপোভা,1
ব্রিটিশ ব্যবসায়ীর সঙ্গে সম্পর্কে টেনিস ক্যুইন শারাপোভা,প্রিন্স উইলিয়ামের বন্ধুর সঙ্গে বাগদান শারাপোভার,1
কিউইদের বিপক্ষে টস জিতে ব্যাট করছে পাকিস্তান,"পাত্তাই পেল না পাকিস্তান, টি-টোয়েন্টি সিরিজ নিউজিল্যান্ডের",0
কিউইদের বিপক্ষে টস জিতে ব্যাট করছে পাকিস্তান,"নিউজিল্যান্ডের লক্ষ্য সিরিজ, পাকিস্তানের সমতা",0
কিউইদের বিপক্ষে টস জিতে ব্যাট করছে পাকিস্তান,পাকিস্তানকে অনায়াসে হারিয়ে সিরিজ নিউজিল্যান্ডের,0
কিউইদের বিপক্ষে টস জিতে ব্যাট করছে পাকিস্তান,বিপদে পড়া পাকিস্তানকে বাঁচালেন ‘বুড়ো’ হাফিজ,0
"পাত্তাই পেল না পাকিস্তান, টি-টোয়েন্টি সিরিজ নিউজিল্যান্ডের","নিউজিল্যান্ডের লক্ষ্য সিরিজ, পাকিস্তানের সমতা",0
"পাত্তাই পেল না পাকিস্তান, টি-টোয়েন্টি সিরিজ নিউজিল্যান্ডের",পাকিস্তানকে অনায়াসে হারিয়ে সিরিজ নিউজিল্যান্ডের,1
"পাত্তাই পেল না পাকিস্তান, টি-টোয়েন্টি সিরিজ নিউজিল্যান্ডের",বিপদে পড়া পাকিস্তানকে বাঁচালেন ‘বুড়ো’ হাফিজ,0
"নিউজিল্যান্ডের লক্ষ্য সিরিজ, পাকিস্তানের সমতা",পাকিস্তানকে অনায়াসে হারিয়ে সিরিজ নিউজিল্যান্ডের,0
"নিউজিল্যান্ডের লক্ষ্য সিরিজ, পাকিস্তানের সমতা",বিপদে পড়া পাকিস্তানকে বাঁচালেন ‘বুড়ো’ হাফিজ,0
পাকিস্তানকে অনায়াসে হারিয়ে সিরিজ নিউজিল্যান্ডের,বিপদে পড়া পাকিস্তানকে বাঁচালেন ‘বুড়ো’ হাফিজ,0
"পাকিস্তানের প্রধান নির্বাচক ওয়াসিম, দায়িত্বে ২০২৩ বিশ্বকাপ পর্যন্ত",নিউ জিল্যান্ড বনাম পাকিস্তান: দ্বিতীয় ম্যাচে জয়ের ব্যাপারে আশাবাদী শাদাব,0
অভিষিক্ত পেসার হারালেন পাকিস্তানকে,হারে নিউজিল্যান্ড সফর শুরু পাকিস্তানের,0
অভিষিক্ত পেসার হারালেন পাকিস্তানকে,অভিষিক্ত ডাফির তোপে হার মানল পাকিস্তান,1
অভিষিক্ত পেসার হারালেন পাকিস্তানকে,অভিষিক্ত ডাফির পেসে হার পাকিস্তানের,1
হারে নিউজিল্যান্ড সফর শুরু পাকিস্তানের,নিউজিল্যান্ডকে জেতালেন অভিষেক হওয়া ডাফি এবং সেইফার্ট,0
হারে নিউজিল্যান্ড সফর শুরু পাকিস্তানের,অভিষিক্ত ডাফির তোপে হার মানল পাকিস্তান,0
হারে নিউজিল্যান্ড সফর শুরু পাকিস্তানের,অভিষিক্ত ডাফির পেসে হার পাকিস্তানের,0
নিউজিল্যান্ডকে জেতালেন অভিষেক হওয়া ডাফি এবং সেইফার্ট,অভিষিক্ত ডাফির তোপে হার মানল পাকিস্তান,1
নিউজিল্যান্ডকে জেতালেন অভিষেক হওয়া ডাফি এবং সেইফার্ট,অভিষিক্ত ডাফির পেসে হার পাকিস্তানের,1
অভিষিক্ত ডাফির তোপে হার মানল পাকিস্তান,অভিষিক্ত ডাফির পেসে হার পাকিস্তানের,1
অভিষেকেই নিউজিল্যান্ডকে জেতালেন ডাফি,অভিষেক ম্যাচেই পাকিস্তানকে বিধ্বস্ত করলেন ডাফি,1
অভিষেকেই নিউজিল্যান্ডকে জেতালেন ডাফি,কিউইদের কাছে ৫ উইকেটে হারল বাবরবিহীন পাকিস্তান,0
অভিষেকেই নিউজিল্যান্ডকে জেতালেন ডাফি,"সেইফার্টের ফিফটি, পাকিস্তানকে হারাল নিউজিল্যান্ড",0
অভিষেক ম্যাচেই পাকিস্তানকে বিধ্বস্ত করলেন ডাফি,নিউজিল্যান্ডের হয়ে আত্মপ্রকাশে নজির গড়লেন তরুণ পেসার।,1
অভিষেক ম্যাচেই পাকিস্তানকে বিধ্বস্ত করলেন ডাফি,কিউইদের কাছে ৫ উইকেটে হারল বাবরবিহীন পাকিস্তান,0
অভিষেক ম্যাচেই পাকিস্তানকে বিধ্বস্ত করলেন ডাফি,"সেইফার্টের ফিফটি, পাকিস্তানকে হারাল নিউজিল্যান্ড",0
নিউজিল্যান্ডের হয়ে আত্মপ্রকাশে নজির গড়লেন তরুণ পেসার।,কিউইদের কাছে ৫ উইকেটে হারল বাবরবিহীন পাকিস্তান,0
নিউজিল্যান্ডের হয়ে আত্মপ্রকাশে নজির গড়লেন তরুণ পেসার।,"সেইফার্টের ফিফটি, পাকিস্তানকে হারাল নিউজিল্যান্ড",0
মানসিক অত্যাচারে অবসর মোহাম্মদ আমিরের,২০ রানেই ৪ উইকেট নেই পাকিস্তানের,0
মানসিক অত্যাচারে অবসর মোহাম্মদ আমিরের,"আমিরকে আমার কাছে দিন, এরপর 'খেল' দেখুন: শোয়েব",0
মানসিক অত্যাচারে অবসর মোহাম্মদ আমিরের,প্রথম টি-টোয়েন্টির স্কোয়াড ঘোষণা পাকিস্তানের,0
মানসিক অত্যাচারে অবসর মোহাম্মদ আমিরের,ক্রিকেটকে বিদায় জানালেন আমির,1
২০ রানেই ৪ উইকেট নেই পাকিস্তানের,"আমিরকে আমার কাছে দিন, এরপর 'খেল' দেখুন: শোয়েব",0
২০ রানেই ৪ উইকেট নেই পাকিস্তানের,প্রথম টি-টোয়েন্টির স্কোয়াড ঘোষণা পাকিস্তানের,0
২০ রানেই ৪ উইকেট নেই পাকিস্তানের,ক্রিকেটকে বিদায় জানালেন আমির,0
"আমিরকে আমার কাছে দিন, এরপর 'খেল' দেখুন: শোয়েব",প্রথম টি-টোয়েন্টির স্কোয়াড ঘোষণা পাকিস্তানের,0
"আমিরকে আমার কাছে দিন, এরপর 'খেল' দেখুন: শোয়েব",ক্রিকেটকে বিদায় জানালেন আমির,0
প্রথম টি-টোয়েন্টির স্কোয়াড ঘোষণা পাকিস্তানের,ক্রিকেটকে বিদায় জানালেন আমির,0
কিউইদের বিপক্ষে টি-টোয়েন্টিতে পাকিস্তানের নতুন অধিনায়কের নাম ঘোষণা,আন্তর্জাতিক ক্রিকেটকে বিদায় বললেন মোহাম্মদ আমির!,0
কিউইদের বিপক্ষে টি-টোয়েন্টিতে পাকিস্তানের নতুন অধিনায়কের নাম ঘোষণা,"ম্যানেজমেন্টের মানসিক অত্যাচার, অবসর ক্ষুব্ধ আমিরের",0
আন্তর্জাতিক ক্রিকেটকে বিদায় বললেন মোহাম্মদ আমির!,"ম্যানেজমেন্টের মানসিক অত্যাচার, অবসর ক্ষুব্ধ আমিরের",1
"নেইমার-এমবাপ্পেকে ভোট মেসির, নতুন জল্পনা",ফিফা বর্ষসেরা ফুটবলার লেভানডোস্কি,0
"নেইমার-এমবাপ্পেকে ভোট মেসির, নতুন জল্পনা",রোনাল্ডোকে ভোট না দিয়ে প্রতিশোধ মেসির!,0
"নেইমার-এমবাপ্পেকে ভোট মেসির, নতুন জল্পনা",মেসি তাহলে শোধই তুললেন,0
"নেইমার-এমবাপ্পেকে ভোট মেসির, নতুন জল্পনা",ব্যবসার কারণে মেসি-রোনালদোর নাম দ্য বেস্ট তালিকায়!,0
ফিফা বর্ষসেরা ফুটবলার লেভানডোস্কি,রোনাল্ডোকে ভোট না দিয়ে প্রতিশোধ মেসির!,0
ফিফা বর্ষসেরা ফুটবলার লেভানডোস্কি,মেসি তাহলে শোধই তুললেন,0
ফিফা বর্ষসেরা ফুটবলার লেভানডোস্কি,ব্যবসার কারণে মেসি-রোনালদোর নাম দ্য বেস্ট তালিকায়!,0
রোনাল্ডোকে ভোট না দিয়ে প্রতিশোধ মেসির!,মেসি তাহলে শোধই তুললেন,1
রোনাল্ডোকে ভোট না দিয়ে প্রতিশোধ মেসির!,ব্যবসার কারণে মেসি-রোনালদোর নাম দ্য বেস্ট তালিকায়!,0
মেসি তাহলে শোধই তুললেন,ব্যবসার কারণে মেসি-রোনালদোর নাম দ্য বেস্ট তালিকায়!,0
"রোনালদো মেসিকে ভোট দিয়েছেন, মেসি দেননি",মেসিকে ভোট দিলেও মেসির ভোট পাননি রোনালদো,1
"রোনালদো মেসিকে ভোট দিয়েছেন, মেসি দেননি",রোনালদোকে ভোট না দিয়ে মেসির প্রতিশোধ?,0
"রোনালদো মেসিকে ভোট দিয়েছেন, মেসি দেননি","মেসিকে ভোট দিলেন রোনালদো, কিন্তু মেসি দিলেন না",1
মেসিকে ভোট দিলেও মেসির ভোট পাননি রোনালদো,রোনালদোকে ভোট না দিয়ে মেসির প্রতিশোধ?,0
মেসিকে ভোট দিলেও মেসির ভোট পাননি রোনালদো,"মেসিকে ভোট দিলেন রোনালদো, কিন্তু মেসি দিলেন না",1
রোনালদোকে ভোট না দিয়ে মেসির প্রতিশোধ?,এবার মেসিকে ভোট দিয়েছেন রোনালদো,0
রোনালদোকে ভোট না দিয়ে মেসির প্রতিশোধ?,"মেসিকে ভোট দিলেন রোনালদো, কিন্তু মেসি দিলেন না",0
ওয়েন রুনির ১১ বছরের ছেলের সঙ্গে ইউনাইটেডের চুক্তি!,ম্যানইউতে রুনির ছেলে কাই,1
ওয়েন রুনির ১১ বছরের ছেলের সঙ্গে ইউনাইটেডের চুক্তি!,ছোট' রুনিও ইউনাইটেডে,1
ওয়েন রুনির ১১ বছরের ছেলের সঙ্গে ইউনাইটেডের চুক্তি!,ইউনাইটেডের সাথে রুনির ১১ বছরের ছেলের চুক্তি,1
ম্যানইউতে রুনির ছেলে কাই,ছোট' রুনিও ইউনাইটেডে,1
ম্যানইউতে রুনির ছেলে কাই,ইউনাইটেডের সাথে রুনির ১১ বছরের ছেলের চুক্তি,1
ছোট' রুনিও ইউনাইটেডে,ইউনাইটেডের সাথে রুনির ১১ বছরের ছেলের চুক্তি,1
ওল্ড ট্র্যাফোর্ডের পথে রুনি জুনিয়র,ম্যানচেস্টার ইউনাইটেডের সঙ্গেই চুক্তি করল রুনির ছেলে,1
"পেলেকে ছুঁয়ে মেসির রেকর্ড, বার্সার হোঁচট",মেসির ইতিহাসের দিনে বার্সার হতাশা,1
"পেলেকে ছুঁয়ে মেসির রেকর্ড, বার্সার হোঁচট",পেনাল্টি মিস করলেও পেলের রেকর্ডে ভাগ বসালেন মেসি,0
"পেলেকে ছুঁয়ে মেসির রেকর্ড, বার্সার হোঁচট",বার্সাকে রুখে দিল ভ্যালেন্সিয়া,0
"পেলেকে ছুঁয়ে মেসির রেকর্ড, বার্সার হোঁচট",মেসির পেলেকে ছোঁয়ার দিন আবার বার্সেলোনার হোঁচট,1
