sentence1,sentence2,label
কিছুটা স্থিতিশীল বর্ষীয়ান অভিনেতা সৌমিত্র চট্টোপাধ্যায়ের শারীরিক অবস্থা।,"অভ্যন্তরীণ রক্তক্ষরণ, ফের সৌমিত্রের শারীরিক অবস্থার অবনতি",0
ইরানের সঙ্গে আজারবাইজানের সীমান্ত শান্তি ও বন্ধুত্বের',দখলে থাকা ভূমি আজারবাইজানের কাছে হস্তান্তর শুরু করেছে আর্মেনিয়া,0
মোদি সরকারের বিরুদ্ধে কাশ্মীরি নেতাদের নতুন জোট,জম্মু-কাশ্মীরের বিশেষ মর্যাদা ফেরাতে মেহবুবা-ফারুক আবদুল্লাহ একজোট,0
সতীর্থদের নিজের বিমানে আর্জেন্টিনায় নিয়ে গেছেন মেসি,মেসির বিমানে সুয়ারেজ,0
"রোনাল্ডোহীন জুভেন্টাসকে হারাল মেসিরা, র‌্যাশফোর্ডের হ্যাটট্রিকে বড় জয় ম্যান ইউ-র",মেসির বার্সার সামনে রোনালদোহীন জুভেন্টাস সাদামাটাই,0
প্রথম দেখায় দীপিকাকে ‘বিয়ে করেছিলেন’ রণবীর,"রণবীর সিং, তুমি আমাকে পরিপূর্ণ করেছো: দীপিকা পাড়ুকোন",0
বলিউড বাদশাহর স্বপ্নের উত্থান,যেসব চমকপ্রদ বিতর্কের জন্ম দিয়েছেন শাহরুখ খান,0
"‘নামাজ পড়তে অসুবিধা হতো, তাই অভিনয় ছেড়ে দিয়েছি’",নামাজ পড়তে সমস্যা হওয়ায় অভিনয় ছাড়লেন নায়িকা মুক্তি,0
কোহলির 'ষড়যন্ত্রের' শিকারে 'ইন্ডিয়ান ক্রিকেটার' পরিচয় মুছে দিলেন রোহিত?,"সমর্থকদের জানার অধিকার আছে, রোহিতের চোট নিয়ে স্বচ্ছতার দাবি গাভাসকরের",0
"প্রিয় বিষয় পদার্থবিদ্যা, নিট পরীক্ষায় রাজ্যে সম্ভাব্য প্রথম সায়ক বিশ্বাসের ইচ্ছে ক্যান্সার নিয়ে গবেষণা করার","নিট পরীক্ষায় ৭২০/৭২০ পেয়েও প্রথম হওয়া হল না দিল্লির আকাঙ্ক্ষার, জেনে নিন কারণ",0
বাইডেনের সঙ্গে যে কৌশলে সম্পর্ক বাড়াতে চায় ভারত,বাইডেনকে ফোন করলেন মোদি,0
"আজ চেন্নাইয়ের বিরুদ্ধে ডু অর ডাই ম্যাচ, নাইটদের প্লে অফে ওঠার অঙ্কটা কী ?",আইপিএল পয়েন্ট টেবিল: শেষ চারের পথে কারা,0
বিদ্যালয়ে অ্যাসাইনমেন্ট জমা দিতে ফি না নেয়ার নির্দেশ,অ্যাসাইনমেন্ট: দয়া করে শিক্ষার্থীদের মাথা খাবেন না,0
দুবাইতে নেহা-রোহানপ্রীতের মধুচন্দ্রিমা,"ফুল দিয়ে সাজানো হয়েছে বিছানা, দুবাইতে একান্তে মধুচন্দ্রিমা কাটাচ্ছেন রোহনপ্রীত-নেহা",0
লাইভে আসছেন সাকিব,নিষেধাজ্ঞা কাটিয়ে আবার ঝলক দেখাতে মুক্ত সাকিব,0
"ঘুম ভেঙে দেখি স্কোর ৩৬৯, চোখ ধুয়ে দেখি ৩৬/৯!",ভারতের দুর্দশা চোখে পানি দিয়েও বিশ্বাস হচ্ছিল না শোয়েবের,0
নামাজ পড়তে পারেন না বলে অভিনয় ছেড়ে দিলেন বাংলাদেশি নায়িকা,নামাজ পড়তে অসুবিধা হয় বলে অভিনয় ছেড়েছি',0
বদলি নেমে মেসির জোড়া গোলে জয়ের দেখা পেল বার্সা,"মেসির কদর বুঝলেন কোম্যান, ৪ ম্যাচ পর জয় বার্সার",0
"জয় পেয়েছে বার্সা, পিএসজি ও ম্যানইউ",বার্সেলোনার কাছে মাথা নোয়াল রোনাল্ডোহীন জুভেন্তাস,0
সব পেয়েছি একজনের মাঝেই স্বামীর প্রশংসা করলেন কাজল,"লাল লেহেঙ্গায় কাজল, জমকালো আয়োজনে বিয়ে",0
দুটি হেলিকপ্টার পাচ্ছে বিজিবি,সার্বভৌমত্ব রক্ষায় বিজিবি সদস্যরা এখন জলে স্থলে ও আকাশপথে বিচরণ করবেন : প্রধানমন্ত্রী,0
"১২ দিন শাহরুখের সিনেমার শুটিং করবেন সালমান, এরপর ‘টাইগার থ্রি’",এক সিনেমায় দেখা যাবে শাহরুখ ও সালমানকে,0
অনিশ্চয়তা আর আশঙ্কার ভোটের দ্বারপ্রান্তে যুক্তরাষ্ট্র,"জরিপে এগিয়ে বাইডেন, দোদুল্যমান রাজ্যে হাড্ডাহাড্ডি লড়াইয়ের আভাস",0
পিকে-কৌতিনিয়োকে ছাড়া ইতালি যাচ্ছে বার্সা,কিক অফের আগে : রোনালদোর অনুপস্থিতিতে রঙ হারানো ম্যাচে কোমান-পিরলোর প্রমাণের পরীক্ষা,0
চট্টগ্রামে বৈদ্যুতিক শর্ট সার্কিটের আগুনে নয়জন দগ্ধ হওয়ার খবর পাওয়া গেছে।,চট্টগ্রামে বৈদ্যুতিক শর্ট সার্কিটের আগুনে দগ্ধ ৬,0
"পাঁচ আইকন তামিম, মুশফিক, রিয়াদ, সাকিব ও মোস্তাফিজ; বৃহস্পতিবার প্লেয়ার্স ড্রাফট",বঙ্গবন্ধু টি-টোয়েন্টি প্লেয়ার্স ড্রাফটে ১৫৭ ক্রিকেটার,0
লাইনচ্যুত ট্রেন থেকে তেল হরিলুট,সিলেটের পথে ২২ ঘণ্টা পর ট্রেন চালু,0
ছেলেকে প্রকাশ্যে আনলেন কোয়েল মল্লিক,মহাষ্টমীতে ছেলের নাম রাখলেন কোয়েল মল্লিক,0
কাল বসছে সংসদের বিশেষ অধিবেশন,একসঙ্গে ৬ এমপি করোনায় আক্রান্ত,0
বিয়ে সেরে ফেললেন নেহা কক্কর,গাঁটছড়া বাঁধলেন নেহা কক্কর-রোহানপ্রীত,0
পূজা দিতে গিয়ে ‘আদালত অবমাননা’ করেছেন সৃজিত-মিথিলা!,"‘নো এন্ট্রি জোনে’ অঞ্জলি, আইনি নোটিসের কোপে পড়তে পারেন নুসরত, সৃজিত, মহুয়ারা",0
তীব্র স্রোতের কারণে বসানো গেল না পদ্মা সেতুর ৩২ নম্বর স্প্যান,মহামারি করোনার মধ্য যখন থমকে আছে সব কিছু তখনও থেমে নেই পদ্মা সেতু প্রকল্পের কাজ।,0
ঐতিহাসিক জয়ে যুক্তরাষ্ট্রের নতুন প্রেসিডেন্ট জো বাইডেন,"প্রতিশ্রুতি দিচ্ছি, সব মার্কিন নাগরিকের প্রেসিডেন্ট হব, টুইটে বাইডেন",0
বিশ্বে করোনায় মৃত্যু ছাড়ালো ১২ লাখ,"বিশ্বে করোনা থেকে সুস্থ প্রায় সাড়ে ৩ কোটি, মৃত্যু?",0
মার্কিন নির্বাচনের ফল পেতে কতদিন লাগবে?,এখন সময় আমেরিকার ঐক্যের,0
‘যুবতী রাধে’ নিয়ে চরম বিভ্রান্ত শাওন,সর্বত মঙ্গল রাধে' বিতর্কে যা বললেন চঞ্চল চৌধুরী,0
করোনায় আক্রান্ত একসঙ্গে ছয় এমপি,সংসদের বিশেষ অধিবেশন শুরু আজ,0
সালমাদের কাছে জাহানারার ভেলোসিটির শোচনীয় পরাজয়,আইপিএলে ভেলোসিটির জয়ে জাহানারার ২ উইকেট,0
মায়ের সংসার ভাঙার গুঞ্জনে শ্রাবন্তীর ছেলে ঝিনুকের রহস্য!,"শ্রাবন্তীর নতুন ইনিংস শুরু, ভিডিওতে যা বললেন তিনি",0
প্রথম দেখায় দীপিকাকে ‘বিয়ে করেছিলেন’ রণবীর,রণবীর-দীপিকার দ্বিতীয় বিবাহবার্ষিকী,0
মেসির বার্সায় থাকার সিদ্ধান্তকে সমর্থন করছেন আর্জেন্টিনা কোচ,ভোরবেলায় মেসির মাঠে ফেরার অপেক্ষা,0
চট্টগ্রামকে ১৫৬ রানের টার্গেট দিল খুলনা,শ্বাসরুদ্ধকর ফাইনালে খুলনার শিরোপা জয়,0
মেসিকে নিয়ে এত প্রশ্ন কখনো শুনতে হয়নি বার্সা কোচকে,মেসির বেতন কমাবে বার্সা!,0
দেশে বর্তমানে মেয়েদের বিয়ে করতে হলে কমপক্ষে বয়স ১৮ হতে হবে বলে আইন চালু রয়েছে।,মহিলাদের বিয়ে করার ন্যূনতম বয়স সংশোধন নিয়ে শীঘ্রই সিদ্ধান্ত- মোদী,0
সন্তানকে স্তন্যপানের ভিডিও পোস্ট করলেন শুভশ্রী,"সন্তানকে স্তন্যপান করাতে করাতেই ‘র‍্যাম্প ওয়াক’, ভিডিয়ো শেয়ার করলেন শুভশ্রী",0
"মাদক মামলায় জোর ধরপাকড়, নোটিস পাঠানো হল বিবেক ওবেরয়ের স্ত্রীকে",মাদক যোগের তদন্তে পলাতক শ্যালকের খোঁজে বিবেক ওবেরয়ের বাড়িতে তল্লাশি,0
আপাতত লিগ টেবিলের ষষ্ঠ স্থানে আছে কেকেআর।,নাইট রাইডার্সকে তাকিয়ে থাকতে হবে পঞ্জাব ও হায়দরাবাদের দিকে।,0
মাইনাস টু থেকে প্লাস থার্টি ফাইভ মানিয়ে নেবেন তারিক কাজী,বাংলাদেশের আবহাওয়া নিয়ে চিন্তিত নন কাজী তারিক,0
"উইকেটশূন্য সালমা, বোলিং পেলেন না জাহানারা",মেয়েদের আইপিএলে আজ সালমা-জাহানারা মুখোমুখি,0
দিনভর এফডিসিতে ‘চিল’ করেছেন শাকিব খান,শাকিবের পার্টি সংয়ে গভীর রাতেও জেগে ছিল এফডিসি,0
নড়বড়ে' বার্সা-জুভেন্তাস মুখোমুখি,মেসির বিপক্ষে খেলার আশা শেষ রোনালদোর,0
মেসি-দেম্বেলের গোলে জুভেন্টাসকে হারালো বার্সেলোনা,"ফের করোনা পজিটিভ, মেসির সঙ্গে দ্বৈরথ ফসকাচ্ছেন রোনাল্ডো",0
যে কারণে অস্কার পাননি শাহরুখ,শাহরুখ খান: বলিউডের 'কিং অফ রোম্যান্স' যেসব চমকপ্রদ বিতর্কের জন্ম দিয়েছেন,0
সংক্রমণ শুরুর পর এখন পর্যন্ত করোনাভাইরাস মহামারিতে মৃত্যু ১২ লাখ ছাড়িয়েছে।,বিশ্বে করোনায় আক্রান্ত ছাড়াল ৪ কোটি ৬৮ লাখ,0
ইথিওপিয়ার মানুষ প্রাণ বাঁচাতে দেশ ছেড়ে পালাচ্ছেন,কমবয়সীদের পেলেই হত্যা করা হচ্ছে,0
বিচার না পেলে লংমার্চের হুমকি,শাহবাগ মোড়ে হিন্দু বৌদ্ধ খ্রিস্টান ঐক্য পরিষদের গণঅবস্থান,0
সেলসম্যানের ঘর থেকে হোয়াইট হাউসের পথে,"জো বাইডেন: কনিষ্ঠতম সিনেটর, প্রবীণতম প্রেসিডেন্ট",0
অতিরিক্ত অ্যাটর্নি মমতাজ ফকিরের পদত্যাগ,দেশবাসীর দোয়া চাইলেন আমিন উদ্দিন,0
ট্রাম্পের শেষ বাইডেনের শুরু,মিশিগান অঙ্গরাজ্যের নির্বাচন নিয়ে তদন্তের ঘোষণা,0
"৪ মাস পর স্প্যান বসছে, বঙ্গবন্ধু সেতুর সমান হবে পদ্মাসেতু",পদ্মাসেতুর ৩২তম স্প্যান বসছে ১০ অক্টোবর,0
বিশ্বে করোনায় আক্রান্ত ৪ কোটি ৬৮ লাখের বেশি,"করোনায় মৃত্যু ১২ লাখ, আক্রান্ত ৪ কোটি ৬০ লাখ",0
বঙ্গবন্ধু টি-টোয়েন্টি টুর্নামেন্টে কোন দলের কী,বঙ্গবন্ধু টি-টোয়েন্টি কাপের পাঁচ দল চূড়ান্ত,0
"১২ দিন শাহরুখের সিনেমার শুটিং করবেন সালমান, এরপর ‘টাইগার থ্রি’",শাহরুখের ডাকে সাড়া দিচ্ছেন সালমান,0
২০২১-২২ শিক্ষাবর্ষে ঢাবির ভর্তি পরীক্ষা হবে ৩ ইউনিটে,বিলুপ্ত করা হচ্ছে ঢাবির 'ঘ' ও 'চ' ইউনিট,0
৯৫ শতাংশ কার্যকর ফাইজার-বায়োএনটেকের ভ্যাকসিন,রাশিয়ার করোনা টিকার উৎপাদন করতে পারে ভারত : পুতিন,0
অর্জুন রামপালকে এনসিবি-র জেরা,বলিউড অভিনেতা সুশান্ত সিং রাজপুতের মৃত্যুর পড় বলিউডপাড়া যেন কেঁপে উঠেছে।,0
"৭২০ নাম্বারের নিট পরীক্ষায় ৭২০ পেয়েও প্রথম হতে পারল না দিল্লির আকাঙ্ক্ষা, জেনে নিন কেন","নিট পরীক্ষায় ৭২০-তে ৭২০ পেয়ে, ইতিহাস গড়লেন ওড়িশার শোয়েব আফতাব !",0
বিমল প্রত্যাবর্তনে পাহাড়ে রাজনীতির সমীকরণ পালটেছে।,"বিনয়-অনিতদের বৈঠকে ডাকলেন মুখ্যমন্ত্রী, গুরুং বিরোধী মিছিলে উত্তাপ বাড়ছে পাহাড়ে",0
বিশ্বব্যাপী এক দিনে ৫ লাখ ৫ হাজারের বেশি মানুষ করোনা আক্রান্তের নতুন রেকর্ড,ভারতে গত ২৪ ঘণ্টায় নতুন করে করোনাভাইরাসে সংক্রমিত হয়েছেন ৪৮ হাজার ২৬৮ জন।,0
নতুন ইনিংসের ঘোষণা দিলেন শ্রাবন্তী,মায়ের সংসার ভাঙার গুঞ্জনে শ্রাবন্তীর ছেলে ঝিনুকের রহস্য!,0
"বসলো পদ্মা সেতুর ৩৫তম স্প্যান, ৫২৫০ মিটার দৃশ্যমান",শনিবার বসছে পদ্মাসেতুর ৩৫তম স্প্যান,0
সতীর্থদের নিজের বিমানে আর্জেন্টিনায় নিয়ে গেছেন মেসি,মাঠে নামছেন আর্জেন্টিনার মেসি,0
বাইডেনের জীবনের গল্প সত্যিই উৎসাহ দেয় মানুষকে।,কে এই জো বাইডেন,0
এর চেয়ে গর্বের আর কিছু নেই: ওবামা,"আমার সাফল্যের নেপথ্যে রয়েছে মা, প্রথম ভাষণেই ভারতের সঙ্গে আত্মিক যোগ বুঝিয়ে দিলেন কমলা",0
"মেসির বেতনের বোঝায় নাভিশ্বাস বার্সার, দেউলিয়া হওয়া শুধু সময়ের অপেক্ষা",মেসিকে নিয়ে এত প্রশ্ন কখনো শুনতে হয়নি বার্সা কোচকে,0
মেয়েদের আইপিএলে আজ সালমা-জাহানারা মুখোমুখি,সালমাদের কাছে হারল জাহানারারা,0
"হাবজি গাবজি: সন্তানকে দেওয়ার সময় নেই,তাকে ভোলাতে হাতে মোবাইল দিয়ে বিপদ ডাকছেন না তো?",স্মার্ট ফোনে আটকে পড়া ছোটদের দুনিয়াকে প্রেক্ষাপট করে আসছে হাবজি গাবজি,0
মা হয়েছেন নায়িকা শার্লিন,উচ্ছ্বসিত শার্লিন ফারজানা,0
মাদক মামলায় এবার অর্জুন রামপালের বাড়িতে তল্লাশি,"মাস্ক, রোদচশমা দিয়ে ঢাকলেন চোখ, মুখ; ধনতেরাসের দিন এনসিবির অফিসে হাজির অর্জুন রামপাল",0
মার্কিন নির্বাচনের ফল পেতে কতদিন লাগবে?,যুক্তরাষ্ট্রের মানুষ জবাব দিয়েছে: বাইডেন,0
চট্টগ্রামের অগ্নিকাণ্ডে দগ্ধ ৯ জনের একজনের মৃত্যু,গ্যাস লাইনে লিকেজ : আগুনে একই পরিবারের ৯ জন দগ্ধ,0
কারা কারা তৃণমূল ছাড়তে পারেন শুভেন্দুর সঙ্গে?,"শুভেন্দুকে আটকাতে তৎপর তৃণমূল, দায়িত্বে ২ সাংসদ, অভিষেক-প্রশান্ত নিয়ে আপত্তি মন্ত্রীর",0
"বিপ টেস্টে অকৃতকার্য নাসির, খেলতে পারবেন না টি-২০ কাপে",১ বছর পর মিরপুর স্টেডিয়ামে সাকিব,0
চ্যাম্পিয়ন হয়ে কত টাকা পেল মুম্বই ইন্ডিয়ন্স অঙ্কটা জানেন তো,আইপিএলে কে কোন পুরস্কার পেলেন?,0
"শুধু প্রেম নয়, শচিন-কন্যাকে ‘বিয়েই করে ফেলেছেন’ শুভমান গিল",গুগলের ভুলে প্রেমিকের সঙ্গে বিয়ে হলো টেন্ডুলকার কন্যার,0
"না, ডিন না, আমি বাকরুদ্ধ হয়ে গেছি!",মারা গেছেন অজি ক্রিকেটার ডিন জোন্স,0
অবশেষে সাতপাকে বাঁধা পড়লেন নেহা,গাঁটছড়া বাঁধলেন নেহা কক্কর-রোহানপ্রীত,0
অবশেষে সুর নরম করলেন ফরাসি প্রেসিডেন্ট,মুসলিমদের অনুভূতি আমি বুঝতে পেরেছি : ফ্রান্সের প্রেসিডেন্ট,0
"চাচীকে ধর্ষণকারী সেই যুবলীগ নেতার বাড়ি থেকে অস্ত্র, কনডম, বিয়ারে বোতল উদ্ধার",নোয়াখালীতে চাচিকে ধর্ষণের অভিযোগে গ্রেফতার যুবক,0
নির্মাণাধীন ভবন থেকে ৩১ হাতবোমা উদ্ধার,"উত্তরায় বোমাসদৃশ বস্তু, ঘটনাস্থলে ডিসপোজাল ইউনিট",0
ধর্ষিত নারীর সঙ্গে যাবজ্জীবন সাজাপ্রাপ্ত ধর্ষকের কারাফটকে বিয়ের নির্দেশ,কারা ফটকে বিয়ে করতে হবে রাজশাহীর সেই যুবককে,0
"প্রকাশ্যে ‘ফেলুদা ফেরত’ ওয়েব সিরিজের ফার্স্ট লুক, ট্রেলার কবে মুক্তি পাবে জানেন?","শীতের মরসুমেই আসছে ফেলুদা, পোস্টার সামনে আসতেই উত্তেজনার পারদ তুঙ্গে, সৃজিতের হাতে স্বাদবদল",0
নিউজিল্যান্ডের প্রথম হিজাবধারী নারী পুলিশ জিনা,পুলিশের ইউনিফর্মে হিজাব যুক্ত করলো নিউজিল্যান্ড,0
মিয়ানমারে সাধারণ নির্বাচনের ভোট চলছে,"জিতছেন সু চি, আবার হারছে রোহিঙ্গারা?",0
মহানবীর ব্যঙ্গচিত্র নিয়ে মুসলমানদের অনুভূতি অনুধাবন করছি: ম্যাক্রোঁ,আমি মুসলিমদের প্রতি শ্রদ্ধাশীল: ম্যাক্রোঁ,0
"পাত্তাই পেল না পাকিস্তান, টি-টোয়েন্টি সিরিজ নিউজিল্যান্ডের","নিউজিল্যান্ডের লক্ষ্য সিরিজ, পাকিস্তানের সমতা",0
আদালতের নির্দেশনা ভেঙে মণ্ডপের ‘নো এন্ট্রি জোনে’ সৃজিত-মিথিলা,পূজামণ্ডপে ঢুকে আইনি বিপাকে সৃজিত-মিথিলা,0
চাচিকে ধর্ষণের অভিযোগে গ্রেপ্তার যুবলীগ নেতার বাড়ি থেকে অস্ত্র-গুলি উদ্ধার,প্রবাসীর স্ত্রীকে ধর্ষণ: দুই মামলায় যুবলীগ নেতা ৪ দিনের রিমান্ডে,0
রোহিঙ্গা দম্পতির বাসায় মিললো কোটি টাকা-ইয়াবা,র‌্যাব দেখে ‘কোটি টাকা জানালা দিয়ে ফেলে দিচ্ছিল’ রোহিঙ্গা দম্পতি,0
চাচিকে ধর্ষণ: যুবলীগ নেতার বাড়ি থেকে অস্ত্র উদ্ধার,সেই যুবলীগ নেতার বাড়িতে মিলল অস্ত্র-কনডম,0
"সুয়ারেজের হুমকি, বার্সেলোনার সম্মতি",বার্সাকে প্যাঁচে ফেলে অ্যাটলেটিকোতে যাওয়ার রাস্তা খুললেন সুয়ারেজ,0
রায়হান হত্যা মামলার মূল আসামি এসআই আকবর গ্রেপ্তার,যেভাবে ধরা খেলেন সেই আকবর,0
দৃশ্যমান হলো প্রায় ৫ কিলোমিটার পদ্মা সেতু,প্রচণ্ড স্রোতে বসানো গেল না পদ্মা সেতুর ৩২তম স্প্যান,0
"হেফাজত সরকারবিরোধী নয়, আবার সরকারদলীয়ও নয়: বাবুনগরী",সিলেটে হেফাজতের কর্মসূচি প্রত্যাখ্যান জেলা সভাপতির,0
বিশ্বে করোনায় আক্রান্ত ছাড়াল ৪ কোটি ৬৮ লাখ,করোনায় বিশ্বে ১০ মাসে মৃত্যু ছাড়াল ১২ লাখ,0
৩৫ সেকেন্ডে ধ্বংসস্তূপ তুরস্কের ইজমির,ভূমিকম্প: ১৮ ঘণ্টা পর মাসহ তিন শিশু জীবিত উদ্ধার,0
লালমনিরহাটে পিটিয়ে ও পুড়িয়ে হত্যার ঘটনায় প্রধান আসামি গ্রেপ্তার,নাটের গুরু আবুল হোসেন গ্রেপ্তার,0
বিশ্বব্যাপী প্রতিনিয়ত মহামারি করোনাভাইরাসে আক্রান্ত ও মৃতের সংখ্যা বাড়ছে,বিশ্বে করোনা শনাক্ত ৩ কোটি ৯৫ লাখ ছাড়াল,0
"বিনয়-অনিতদের বৈঠকে ডাকলেন মুখ্যমন্ত্রী, গুরুং বিরোধী মিছিলে উত্তাপ বাড়ছে পাহাড়ে","বিনয়দের সঙ্গে বৈঠক কবে, ধন্দ",0
নোয়াখালীতে চাচিক ধর্ষণে অভিযুক্ত যুবলীগ নেতার ৪ দিনের রিমান্ড,এবার নোয়াখালীতে শিশু সন্তানের সামনে মাকে ধর্ষণ,0
৭২০-এ ৭২০ পেয়ে ইতিহাস গড়লেন ওডিশার শোয়েব আফতাব,"প্রিয় বিষয় পদার্থবিদ্যা, নিট পরীক্ষায় রাজ্যে সম্ভাব্য প্রথম সায়ক বিশ্বাসের ইচ্ছে ক্যান্সার নিয়ে গবেষণা করার",0
"মেসি বলছেন, স্নায়ুচাপে ভুগেছে আর্জেন্টিনা",মেসির গোলে আর্জেন্টিনার শুভ সূচনা,0
"সেরা অশ্বিন, রাজস্থান রয়্যালসকে ৪৬ রানে হারিয়ে শীর্ষে উঠে এল দিল্লি ক্যাপিটালস","পূরাণ পারেননি, বেয়ারস্টো-ওয়ার্নারেরই জয়",0
মেসির গোলে আর্জেন্টিনার উড়ন্ত সূচনা,"জানতাম কঠিন হবে, তবে জিতেছি এটাই বড় : মেসি",0
১ বছর পর মিরপুর স্টেডিয়ামে সাকিব,"ফিটনেসে চমকে দিলেন এনামুল, আশরাফুল, নাফীসরা",0
২০ রানেই ৪ উইকেট নেই পাকিস্তানের,প্রথম টি-টোয়েন্টির স্কোয়াড ঘোষণা পাকিস্তানের,0
যুক্তরাষ্ট্রে করোনার টিকা সরবরাহ শুরু করলো ফাইজার,ফাইজারের টিকা ৯৫ শতাংশ কার্যকর প্রমাণিত,0
"এমএসএন', রইল বাকি 'এম'",কান্নায় ভেঙে পড়লেন সুয়ারেজ,0
চার মাস পর পদ্মা সেতুতে বসছে নতুন স্প্যান,দৃশ্যমান হলো প্রায় ৫ কিলোমিটার পদ্মা সেতু,0
সাদা-কালো থেকে রঙিন জীবনের অর্জন,"রেডিও-র ঘোষক হয়ে শুরু, বাংলা ছবির কিংবদন্তি হয়ে ওঠেন সৌমিত্র",0
"ডাবল ধামাকা, শাহরুখ খানের কামব্যাক ছবিতে থাকছেন সলমনও!",শাহরুখের সিনেমায় সালমান,0
নির্বাচনের সদ্য পাওয়া খবর,বলিউড তারকাদের শুভেচ্ছায় ভাসছেন কমলা,0
রাশিয়ার করোনা টিকার উৎপাদন করতে পারে ভারত : পুতিন,প্রতিটি ডোজের জন্য ৩২ ডলার থেকে ৩৭ ডলার নেবে মর্ডানা।,0
আবেগঘন বার্তায় স্বামীকে পরিচয় করালেন কাজল,"অপেক্ষা ফুরালো, গোলাপি মণ্ডপে হলো কাজলের বিয়ে",0
হোয়াইট হাউসের পথে অনেক এগিয়ে বাইডেন,জো বাইডেনের উত্থান,0
পিএসএল খেলতে এখন করাচিতে তামিম,ফ্র্যাঞ্চাইজিদের বাধায় পিএসএল খেলা হল না সাকিবের,0
শাহরুখ খানের অজানা ৭টি কথা,শাহরুখের সিনেমায় সালমান,0
শ্রাবন্তীর নতুন ইনিংস,মায়ের বিচ্ছেদের গুঞ্জন চলাকালেই নতুন ঘোষণা শ্রাবন্তীপুত্রের,0
নতুন সিনেমায় অপু বিশ্বাস,আবার এক হচ্ছেন বাপ্পী-অপু,0
সুস্থ হয়ে উঠছেন করোনায় আক্রান্ত অপূর্ব,প্লাজমা নেয়ার পর কেমন আছেন অপূর্ব?,0
রোহিতের চোট নিয়ে বিতর্ক ক্রমে দানা বাঁধছে।,রোহিত শর্মা বাদ পড়ায় ভারতীয় ক্রীড়াঙ্গনে ক্ষোভ,0
মুখোমুখি লড়াইয়ে নৈপুণ্য দেখানোর সুযোগ মেলেনি সালমা-জাহানারার,প্রথম ম্যাচেই জাহানারার বাজিমাত,0
মা হলেন ‘ঊনপঞ্চাশ বাতাস’-এর নায়িকা শার্লিন ফারজানা,উচ্ছ্বসিত শার্লিন ফারজানা,0
নিউজিল্যান্ড পুলিশে প্রথম হিজাব পরা নারী,ইউনিফর্মে হিজাব যুক্ত করলো নিউজিল্যান্ডের পুলিশ,0
সংসদের বিশেষ অধিবেশনের কার্যক্রম আজ শুরু,সংসদের আজকের অধিবেশনে যা থাকছে,0
"উত্তরার নির্মাণাধীন ভবনে রাখা ৩১টি হাতবোমা নিষ্ক্রিয়, আটক ২","উত্তরায় বোমাসদৃশ বস্তু, ঘটনাস্থলে ডিসপোজাল ইউনিট",0
সিরাজগঞ্জে 'জঙ্গি আস্তানা' সন্দেহে বাড়ি ঘেরাও,"শাহজাদপুরে ৪ জঙ্গির আত্মসমর্পণ, আগ্নেয়াস্ত্র-জিহাদি বই উদ্ধার",0
ছেলেকে নিয়ে প্রকাশ্যে কোয়েল,মহাষ্টমীতে ছেলের নাম রাখলেন কোয়েল মল্লিক,0
জামিন পেলেন পুনম পান্ডে,অশ্লীল ভিডিও শুটিঙের সময় পুনম পান্ডে গ্রেপ্তার,0
তিন শতাধিক ইলেক্টরাল ভোটে জেতার প্রত্যাশা বাইডেনের,বাইডেনকে ৪৬তম প্রেসিডেন্ট ঘোষনা,0
"একদিনে আরও ১৮ প্রাণহানি, নতুন শনাক্ত ১৪৭৪",করোনা: ২৪ ঘণ্টায় শনাক্ত ও মৃত্যু বেড়েছে,0
"অশ্লীলতার দায়ে মিলিন্দ সোমন, নগ্নতায় মামলা গোয়া প্রশাসনের",অশ্লীলতাকে ‘উৎসাহ’ দেওয়ার অভিযোগে ফাঁসলেন মিলিন্দ সোমান,0
মেসির গোলে ইকুয়েডরকে হারালো আর্জেন্টিনা,‘মেসির বার্সায় থেকে যাওয়া আর্জেন্টিনার জন্য ইতিবাচক’,0
তুরস্ক-গ্রিসের ভূমিকম্পে মৃত বেড়ে ৬০,"বিরাম নেই ভূমিকম্পের, সাতসকালে ফের কাঁপল লাদাখ",0
বঙ্গবন্ধু টি-টোয়েন্টিতে খেলোয়াড়দের পারিশ্রমিক কার কত?,সর্বোচ্চ পারিশ্রমিক পাওয়াদের কাতারে মুস্তাফিজ,0
"৬৯ রানে হার, ময়াঙ্ক আগরওয়ালের রান আউট নিয়ে কী বললেন পঞ্জাব অধিনায়ক রাহুল?",রশিদ খানের ঘূর্ণিতে পাঞ্জাবকে বড় ব্যবধানে হারাল হায়দরাবাদ,0
রোহিঙ্গাদের ছাড়াই মিয়ানমারের জাতীয় নির্বাচন,মিয়ানমারে সকাল থেকে শুরু হচ্ছে নির্বাচন,0
"উত্তরায় বোমাসদৃশ বস্তু, ঘটনাস্থলে ডিসপোজাল ইউনিট",উত্তরায় নির্মাণাধীন বাড়ি থেকে ৩১টি ককটেল উদ্ধার,0
রবি শাস্ত্রী কি সৌরভকে অপমান করেছেন?,"রবি শাস্ত্রী বনাম সৌরভ গঙ্গোপাধ্যায়, আইপিএল ২০২০ শেষে জোর বিতর্ক",0
মিয়ানমারে নির্বাচনে ভোটগ্রহণ চলছে,"জিতছেন সু চি, আবার হারছে রোহিঙ্গারা?",0
বাইডেনকে ৪৬তম প্রেসিডেন্ট ঘোষনা,প্রেসিডেন্ট হয়ে যা বললেন বাইডেন,0
